iter	Passed	Remaining
889	29158	3603
890	29191	3571
891	29221	3537
892	29254	3505
893	29284	3472
894	29312	3438
895	29343	3405
896	29376	3373
897	29405	3339
898	29435	3307
899	29464	3273
900	29492	3240
901	29524	3207
902	29558	3175
903	29590	3142
904	29618	3109
905	29648	3076
906	29678	3043
907	29711	3010
908	29751	2978
909	29778	2945
910	29804	2911
911	29834	2878
912	29866	2845
913	29898	2813
914	29936	2781
915	29964	2747
916	29994	2714
917	30020	2681
918	30048	2648
919	30079	2615
920	30120	2583
921	30147	2550
922	30175	2517
923	30202	2484
924	30233	2451
925	30261	2418
926	30293	2385
927	30322	2352
928	30356	2320
929	30388	2287
930	30420	2254
931	30450	2221
932	30485	2189
933	30520	2156
934	30552	2123
935	30579	2090
936	30607	2057
937	30633	2024
938	30670	1992
939	30704	1959
940	30733	1926
941	30764	1894
942	30794	1861
943	30828	1828
944	30866	1796
945	30899	1763
946	30927	1730
947	30953	1697
948	30982	1665
949	31015	1632
950	31047	1599
951	31078	1567
952	31106	1534
953	31130	1501
954	31168	1468
955	31198	1435
956	31226	1403
957	31257	1370
958	31284	1337
959	31314	1304
960	31350	1272
961	31378	1239
962	31406	1206
963	31433	1173
964	31464	1141
965	31493	1108
966	31530	1076
967	31563	1043
968	31590	1010
969	31620	977
970	31650	945
971	31676	912
972	31707	879
973	31741	847
974	31769	814
975	31799	781
976	31830	749
977	31857	716
978	31886	683
979	31919	651
980	31950	618
981	31978	586
982	32008	553
983	32033	520
984	32063	488
985	32098	455
986	32130	423
987	32159	390
988	32187	358
989	32214	325
990	32246	292
991	32278	260
992	32305	227
993	32334	195
994	32360	162
995	32391	130
996	32424	97
997	32459	65
998	32491	32
999	32523	0
